PERIODO,OPCIONES,TIPO,GRUPO,AEROPUERTO,TOTAL
2006-01-01,CARGA,INTERNACIONAL,AICM,CIUDAD DE MÉXICO,21406
2006-01-01,CARGA,INTERNACIONAL,ASA,TOLUCA,1122
2006-01-01,CARGA,INTERNACIONAL,ASA,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),17
2006-01-01,CARGA,INTERNACIONAL,ASUR,CANCUN,773
2006-01-01,CARGA,INTERNACIONAL,ASUR,COZUMEL,5
2006-01-01,CARGA,INTERNACIONAL,ASUR,MERIDA,870
2006-01-01,CARGA,INTERNACIONAL,GAP,BAJIO,23
2006-01-01,CARGA,INTERNACIONAL,GAP,GUADALAJARA,5369
2006-01-01,CARGA,INTERNACIONAL,GAP,HERMOSILLO,14
2006-01-01,CARGA,INTERNACIONAL,GAP,PUERTO VALLARTA,151
2006-01-01,CARGA,INTERNACIONAL,GAP,SAN JOSE DEL CABO,45
2006-01-01,CARGA,INTERNACIONAL,GAP,TIJUANA,37
2006-01-01,CARGA,INTERNACIONAL,OMA,ACAPULCO,37
2006-01-01,CARGA,INTERNACIONAL,OMA,CD. JUAREZ,14
2006-01-01,CARGA,INTERNACIONAL,OMA,CHIHUAHUA,220
2006-01-01,CARGA,INTERNACIONAL,OMA,MAZATLAN,37
2006-01-01,CARGA,INTERNACIONAL,OMA,MONTERREY,1882
2006-01-01,CARGA,INTERNACIONAL,OMA,TORREON,2
2006-01-01,CARGA,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,1
2006-01-01,CARGA,NACIONAL,AICM,CIUDAD DE MÉXICO,8465
2006-01-01,CARGA,NACIONAL,ASA,CD. DEL CARMEN,66
2006-01-01,CARGA,NACIONAL,ASA,CD. OBREGÓN,24
2006-01-01,CARGA,NACIONAL,ASA,CD. VICTORIA,15
2006-01-01,CARGA,NACIONAL,ASA,CHETUMAL,25
2006-01-01,CARGA,NACIONAL,ASA,COLIMA,4
2006-01-01,CARGA,NACIONAL,ASA,MATAMOROS,26
2006-01-01,CARGA,NACIONAL,ASA,NUEVO LAREDO,32
2006-01-01,CARGA,NACIONAL,ASA,POZA RICA,8
2006-01-01,CARGA,NACIONAL,ASA,PUERTO ESCONDIDO,10
2006-01-01,CARGA,NACIONAL,ASA,TEPIC,8
2006-01-01,CARGA,NACIONAL,ASA,TERAN,134
2006-01-01,CARGA,NACIONAL,ASA,TOLUCA,1
2006-01-01,CARGA,NACIONAL,ASA,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),1
2006-01-01,CARGA,NACIONAL,ASA,URUAPAN,18
2006-01-01,CARGA,NACIONAL,ASUR,CANCUN,462
2006-01-01,CARGA,NACIONAL,ASUR,COZUMEL,24
2006-01-01,CARGA,NACIONAL,ASUR,HUATULCO,36
2006-01-01,CARGA,NACIONAL,ASUR,MERIDA,801
2006-01-01,CARGA,NACIONAL,ASUR,MINATITLAN,36
2006-01-01,CARGA,NACIONAL,ASUR,OAXACA,169
2006-01-01,CARGA,NACIONAL,ASUR,TAPACHULA,106
2006-01-01,CARGA,NACIONAL,ASUR,VERACRUZ,87
2006-01-01,CARGA,NACIONAL,ASUR,VILLAHERMOSA,197
2006-01-01,CARGA,NACIONAL,GAP,AGUASCALIENTES,35
2006-01-01,CARGA,NACIONAL,GAP,BAJIO,82
2006-01-01,CARGA,NACIONAL,GAP,GUADALAJARA,2873
2006-01-01,CARGA,NACIONAL,GAP,HERMOSILLO,471
2006-01-01,CARGA,NACIONAL,GAP,LA PAZ,221
2006-01-01,CARGA,NACIONAL,GAP,LOS MOCHIS,6
2006-01-01,CARGA,NACIONAL,GAP,MANZANILLO,7
2006-01-01,CARGA,NACIONAL,GAP,MEXICALI,208
2006-01-01,CARGA,NACIONAL,GAP,MORELIA,13
2006-01-01,CARGA,NACIONAL,GAP,PUERTO VALLARTA,114
2006-01-01,CARGA,NACIONAL,GAP,SAN JOSE DEL CABO,202
2006-01-01,CARGA,NACIONAL,GAP,TIJUANA,1253
2006-01-01,CARGA,NACIONAL,OMA,ACAPULCO,88
2006-01-01,CARGA,NACIONAL,OMA,CD. JUAREZ,210
2006-01-01,CARGA,NACIONAL,OMA,CHIHUAHUA,311
2006-01-01,CARGA,NACIONAL,OMA,CULIACAN,310
2006-01-01,CARGA,NACIONAL,OMA,DURANGO,17
2006-01-01,CARGA,NACIONAL,OMA,MAZATLAN,191
2006-01-01,CARGA,NACIONAL,OMA,MONTERREY,1228
2006-01-01,CARGA,NACIONAL,OMA,REYNOSA,39
2006-01-01,CARGA,NACIONAL,OMA,SAN LUIS POTOSI,1349
2006-01-01,CARGA,NACIONAL,OMA,TAMPICO,56
2006-01-01,CARGA,NACIONAL,OMA,TORREON,52
2006-01-01,CARGA,NACIONAL,OMA,ZACATECAS,150
2006-01-01,CARGA,NACIONAL,OMA,ZIHUATANEJO,44
2006-01-01,CARGA,NACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,28
2006-01-01,CARGA,NACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,9
2006-01-01,OPERACIONES,INTERNACIONAL,AICM,CIUDAD DE MÉXICO,7038
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,CAMPECHE,15
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,CD. DEL CARMEN,129
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,CD. OBREGÓN,323
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,CD. VICTORIA,78
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,CHETUMAL,11
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,GUAYMAS,271
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,LORETO,285
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,MATAMOROS,33
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,NOGALES,27
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,NUEVO LAREDO,36
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,PALENQUE,25
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,TOLUCA,1250
2006-01-01,OPERACIONES,INTERNACIONAL,ASA,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),38
2006-01-01,OPERACIONES,INTERNACIONAL,ASUR,CANCUN,4251
2006-01-01,OPERACIONES,INTERNACIONAL,ASUR,COZUMEL,204
2006-01-01,OPERACIONES,INTERNACIONAL,ASUR,HUATULCO,108
2006-01-01,OPERACIONES,INTERNACIONAL,ASUR,MERIDA,270
2006-01-01,OPERACIONES,INTERNACIONAL,ASUR,OAXACA,133
2006-01-01,OPERACIONES,INTERNACIONAL,ASUR,TAPACHULA,103
2006-01-01,OPERACIONES,INTERNACIONAL,ASUR,VERACRUZ,147
2006-01-01,OPERACIONES,INTERNACIONAL,ASUR,VILLAHERMOSA,71
2006-01-01,OPERACIONES,INTERNACIONAL,GAP,AGUASCALIENTES,249
2006-01-01,OPERACIONES,INTERNACIONAL,GAP,BAJIO,617
2006-01-01,OPERACIONES,INTERNACIONAL,GAP,GUADALAJARA,2571
2006-01-01,OPERACIONES,INTERNACIONAL,GAP,HERMOSILLO,568
2006-01-01,OPERACIONES,INTERNACIONAL,GAP,LA PAZ,104
2006-01-01,OPERACIONES,INTERNACIONAL,GAP,LOS MOCHIS,87
2006-01-01,OPERACIONES,INTERNACIONAL,GAP,MANZANILLO,285
2006-01-01,OPERACIONES,INTERNACIONAL,GAP,MEXICALI,122
2006-01-01,OPERACIONES,INTERNACIONAL,GAP,MORELIA,323
2006-01-01,OPERACIONES,INTERNACIONAL,GAP,PUERTO VALLARTA,2527
2006-01-01,OPERACIONES,INTERNACIONAL,GAP,SAN JOSE DEL CABO,3030
2006-01-01,OPERACIONES,INTERNACIONAL,GAP,TIJUANA,120
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,ACAPULCO,471
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,CD. JUAREZ,90
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,CHIHUAHUA,662
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,CULIACAN,87
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,DURANGO,97
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,MAZATLAN,591
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,MONTERREY,1903
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,REYNOSA,115
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,SAN LUIS POTOSI,228
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,TAMPICO,221
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,TORREON,268
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,ZACATECAS,166
2006-01-01,OPERACIONES,INTERNACIONAL,OMA,ZIHUATANEJO,536
2006-01-01,OPERACIONES,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,124
2006-01-01,OPERACIONES,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,164
2006-01-01,OPERACIONES,NACIONAL,AICM,CIUDAD DE MÉXICO,22065
2006-01-01,OPERACIONES,NACIONAL,ASA,CAMPECHE,321
2006-01-01,OPERACIONES,NACIONAL,ASA,CD. DEL CARMEN,4287
2006-01-01,OPERACIONES,NACIONAL,ASA,CD. OBREGÓN,1162
2006-01-01,OPERACIONES,NACIONAL,ASA,CD. VICTORIA,532
2006-01-01,OPERACIONES,NACIONAL,ASA,CHETUMAL,451
2006-01-01,OPERACIONES,NACIONAL,ASA,COLIMA,392
2006-01-01,OPERACIONES,NACIONAL,ASA,CUERNAVACA,822
2006-01-01,OPERACIONES,NACIONAL,ASA,GUAYMAS,418
2006-01-01,OPERACIONES,NACIONAL,ASA,LORETO,251
2006-01-01,OPERACIONES,NACIONAL,ASA,MATAMOROS,194
2006-01-01,OPERACIONES,NACIONAL,ASA,NOGALES,156
2006-01-01,OPERACIONES,NACIONAL,ASA,NUEVO LAREDO,361
2006-01-01,OPERACIONES,NACIONAL,ASA,PALENQUE,61
2006-01-01,OPERACIONES,NACIONAL,ASA,POZA RICA,799
2006-01-01,OPERACIONES,NACIONAL,ASA,PUERTO ESCONDIDO,579
2006-01-01,OPERACIONES,NACIONAL,ASA,SAN CRISTOBAL DE LAS CASAS,37
2006-01-01,OPERACIONES,NACIONAL,ASA,TAMUÍN,180
2006-01-01,OPERACIONES,NACIONAL,ASA,TEHUACÁN,168
2006-01-01,OPERACIONES,NACIONAL,ASA,TEPIC,781
2006-01-01,OPERACIONES,NACIONAL,ASA,TERAN,680
2006-01-01,OPERACIONES,NACIONAL,ASA,TOLUCA,4917
2006-01-01,OPERACIONES,NACIONAL,ASA,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),107
2006-01-01,OPERACIONES,NACIONAL,ASA,URUAPAN,642
2006-01-01,OPERACIONES,NACIONAL,ASUR,CANCUN,2609
2006-01-01,OPERACIONES,NACIONAL,ASUR,COZUMEL,735
2006-01-01,OPERACIONES,NACIONAL,ASUR,HUATULCO,640
2006-01-01,OPERACIONES,NACIONAL,ASUR,MERIDA,1892
2006-01-01,OPERACIONES,NACIONAL,ASUR,MINATITLAN,535
2006-01-01,OPERACIONES,NACIONAL,ASUR,OAXACA,1516
2006-01-01,OPERACIONES,NACIONAL,ASUR,TAPACHULA,485
2006-01-01,OPERACIONES,NACIONAL,ASUR,VERACRUZ,1577
2006-01-01,OPERACIONES,NACIONAL,ASUR,VILLAHERMOSA,1393
2006-01-01,OPERACIONES,NACIONAL,GAP,AGUASCALIENTES,638
2006-01-01,OPERACIONES,NACIONAL,GAP,BAJIO,1736
2006-01-01,OPERACIONES,NACIONAL,GAP,GUADALAJARA,8349
2006-01-01,OPERACIONES,NACIONAL,GAP,HERMOSILLO,3247
2006-01-01,OPERACIONES,NACIONAL,GAP,LA PAZ,1465
2006-01-01,OPERACIONES,NACIONAL,GAP,LOS MOCHIS,1771
2006-01-01,OPERACIONES,NACIONAL,GAP,MANZANILLO,695
2006-01-01,OPERACIONES,NACIONAL,GAP,MEXICALI,917
2006-01-01,OPERACIONES,NACIONAL,GAP,MORELIA,1176
2006-01-01,OPERACIONES,NACIONAL,GAP,PUERTO VALLARTA,2169
2006-01-01,OPERACIONES,NACIONAL,GAP,SAN JOSE DEL CABO,978
2006-01-01,OPERACIONES,NACIONAL,GAP,TIJUANA,3875
2006-01-01,OPERACIONES,NACIONAL,OMA,ACAPULCO,2220
2006-01-01,OPERACIONES,NACIONAL,OMA,CD. JUAREZ,1434
2006-01-01,OPERACIONES,NACIONAL,OMA,CHIHUAHUA,2656
2006-01-01,OPERACIONES,NACIONAL,OMA,CULIACAN,4187
2006-01-01,OPERACIONES,NACIONAL,OMA,DURANGO,1102
2006-01-01,OPERACIONES,NACIONAL,OMA,MAZATLAN,1524
2006-01-01,OPERACIONES,NACIONAL,OMA,MONTERREY,6576
2006-01-01,OPERACIONES,NACIONAL,OMA,REYNOSA,467
2006-01-01,OPERACIONES,NACIONAL,OMA,SAN LUIS POTOSI,1675
2006-01-01,OPERACIONES,NACIONAL,OMA,TAMPICO,1549
2006-01-01,OPERACIONES,NACIONAL,OMA,TORREON,1458
2006-01-01,OPERACIONES,NACIONAL,OMA,ZACATECAS,710
2006-01-01,OPERACIONES,NACIONAL,OMA,ZIHUATANEJO,1403
2006-01-01,OPERACIONES,NACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,964
2006-01-01,OPERACIONES,NACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,863
2006-01-01,PASAJEROS,INTERNACIONAL,AICM,CIUDAD DE MÉXICO,732619
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,CAMPECHE,106
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,CD. DEL CARMEN,3051
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,CD. OBREGÓN,1132
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,CD. VICTORIA,118
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,CHETUMAL,110
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,COLIMA,40
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,GUAYMAS,1877
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,LORETO,4235
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,MATAMOROS,50
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,NOGALES,34
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,NUEVO LAREDO,62
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,PALENQUE,8
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,POZA RICA,40
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,PUERTO ESCONDIDO,469
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,TERAN,1009
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,TOLUCA,7289
2006-01-01,PASAJEROS,INTERNACIONAL,ASA,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),3
2006-01-01,PASAJEROS,INTERNACIONAL,ASUR,CANCUN,518789
2006-01-01,PASAJEROS,INTERNACIONAL,ASUR,COZUMEL,7135
2006-01-01,PASAJEROS,INTERNACIONAL,ASUR,HUATULCO,14093
2006-01-01,PASAJEROS,INTERNACIONAL,ASUR,MERIDA,12099
2006-01-01,PASAJEROS,INTERNACIONAL,ASUR,MINATITLAN,341
2006-01-01,PASAJEROS,INTERNACIONAL,ASUR,OAXACA,8510
2006-01-01,PASAJEROS,INTERNACIONAL,ASUR,TAPACHULA,624
2006-01-01,PASAJEROS,INTERNACIONAL,ASUR,VERACRUZ,5611
2006-01-01,PASAJEROS,INTERNACIONAL,ASUR,VILLAHERMOSA,3692
2006-01-01,PASAJEROS,INTERNACIONAL,GAP,AGUASCALIENTES,9336
2006-01-01,PASAJEROS,INTERNACIONAL,GAP,BAJIO,47425
2006-01-01,PASAJEROS,INTERNACIONAL,GAP,GUADALAJARA,227183
2006-01-01,PASAJEROS,INTERNACIONAL,GAP,HERMOSILLO,9512
2006-01-01,PASAJEROS,INTERNACIONAL,GAP,LA PAZ,2785
2006-01-01,PASAJEROS,INTERNACIONAL,GAP,LOS MOCHIS,866
2006-01-01,PASAJEROS,INTERNACIONAL,GAP,MANZANILLO,20559
2006-01-01,PASAJEROS,INTERNACIONAL,GAP,MEXICALI,175
2006-01-01,PASAJEROS,INTERNACIONAL,GAP,MORELIA,31877
2006-01-01,PASAJEROS,INTERNACIONAL,GAP,PUERTO VALLARTA,275791
2006-01-01,PASAJEROS,INTERNACIONAL,GAP,SAN JOSE DEL CABO,187693
2006-01-01,PASAJEROS,INTERNACIONAL,GAP,TIJUANA,898
2006-01-01,PASAJEROS,INTERNACIONAL,OMA,ACAPULCO,50398
2006-01-01,PASAJEROS,INTERNACIONAL,OMA,CD. JUAREZ,38
2006-01-01,PASAJEROS,INTERNACIONAL,OMA,CHIHUAHUA,6389
2006-01-01,PASAJEROS,INTERNACIONAL,OMA,CULIACAN,3319
2006-01-01,PASAJEROS,INTERNACIONAL,OMA,DURANGO,4381
2006-01-01,PASAJEROS,INTERNACIONAL,OMA,MAZATLAN,56859
2006-01-01,PASAJEROS,INTERNACIONAL,OMA,MONTERREY,81085
2006-01-01,PASAJEROS,INTERNACIONAL,OMA,SAN LUIS POTOSI,6212
2006-01-01,PASAJEROS,INTERNACIONAL,OMA,TAMPICO,4987
2006-01-01,PASAJEROS,INTERNACIONAL,OMA,TORREON,5539
2006-01-01,PASAJEROS,INTERNACIONAL,OMA,ZACATECAS,7993
2006-01-01,PASAJEROS,INTERNACIONAL,OMA,ZIHUATANEJO,52009
2006-01-01,PASAJEROS,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,3225
2006-01-01,PASAJEROS,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,4172
2006-01-01,PASAJEROS,NACIONAL,AICM,CIUDAD DE MÉXICO,1195387
2006-01-01,PASAJEROS,NACIONAL,ASA,CAMPECHE,4570
2006-01-01,PASAJEROS,NACIONAL,ASA,CD. DEL CARMEN,37195
2006-01-01,PASAJEROS,NACIONAL,ASA,CD. OBREGÓN,12322
2006-01-01,PASAJEROS,NACIONAL,ASA,CD. VICTORIA,2843
2006-01-01,PASAJEROS,NACIONAL,ASA,CHETUMAL,4217
2006-01-01,PASAJEROS,NACIONAL,ASA,COLIMA,7217
2006-01-01,PASAJEROS,NACIONAL,ASA,CUERNAVACA,264
2006-01-01,PASAJEROS,NACIONAL,ASA,GUAYMAS,1718
2006-01-01,PASAJEROS,NACIONAL,ASA,LORETO,1847
2006-01-01,PASAJEROS,NACIONAL,ASA,MATAMOROS,4436
2006-01-01,PASAJEROS,NACIONAL,ASA,NOGALES,247
2006-01-01,PASAJEROS,NACIONAL,ASA,NUEVO LAREDO,7810
2006-01-01,PASAJEROS,NACIONAL,ASA,PALENQUE,131
2006-01-01,PASAJEROS,NACIONAL,ASA,POZA RICA,5596
2006-01-01,PASAJEROS,NACIONAL,ASA,PUERTO ESCONDIDO,6283
2006-01-01,PASAJEROS,NACIONAL,ASA,SAN CRISTOBAL DE LAS CASAS,78
2006-01-01,PASAJEROS,NACIONAL,ASA,TAMUÍN,331
2006-01-01,PASAJEROS,NACIONAL,ASA,TEHUACÁN,137
2006-01-01,PASAJEROS,NACIONAL,ASA,TEPIC,6373
2006-01-01,PASAJEROS,NACIONAL,ASA,TERAN,38533
2006-01-01,PASAJEROS,NACIONAL,ASA,TOLUCA,59691
2006-01-01,PASAJEROS,NACIONAL,ASA,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),1001
2006-01-01,PASAJEROS,NACIONAL,ASA,URUAPAN,13338
2006-01-01,PASAJEROS,NACIONAL,ASUR,CANCUN,140702
2006-01-01,PASAJEROS,NACIONAL,ASUR,COZUMEL,3867
2006-01-01,PASAJEROS,NACIONAL,ASUR,HUATULCO,25550
2006-01-01,PASAJEROS,NACIONAL,ASUR,MERIDA,70872
2006-01-01,PASAJEROS,NACIONAL,ASUR,MINATITLAN,12709
2006-01-01,PASAJEROS,NACIONAL,ASUR,OAXACA,41292
2006-01-01,PASAJEROS,NACIONAL,ASUR,TAPACHULA,14892
2006-01-01,PASAJEROS,NACIONAL,ASUR,VERACRUZ,42747
2006-01-01,PASAJEROS,NACIONAL,ASUR,VILLAHERMOSA,52528
2006-01-01,PASAJEROS,NACIONAL,GAP,AGUASCALIENTES,17780
2006-01-01,PASAJEROS,NACIONAL,GAP,BAJIO,50671
2006-01-01,PASAJEROS,NACIONAL,GAP,GUADALAJARA,282041
2006-01-01,PASAJEROS,NACIONAL,GAP,HERMOSILLO,85763
2006-01-01,PASAJEROS,NACIONAL,GAP,LA PAZ,32467
2006-01-01,PASAJEROS,NACIONAL,GAP,LOS MOCHIS,13073
2006-01-01,PASAJEROS,NACIONAL,GAP,MANZANILLO,9429
2006-01-01,PASAJEROS,NACIONAL,GAP,MEXICALI,44415
2006-01-01,PASAJEROS,NACIONAL,GAP,MORELIA,28134
2006-01-01,PASAJEROS,NACIONAL,GAP,PUERTO VALLARTA,42374
2006-01-01,PASAJEROS,NACIONAL,GAP,SAN JOSE DEL CABO,37698
2006-01-01,PASAJEROS,NACIONAL,GAP,TIJUANA,297204
2006-01-01,PASAJEROS,NACIONAL,OMA,ACAPULCO,49202
2006-01-01,PASAJEROS,NACIONAL,OMA,CD. JUAREZ,50955
2006-01-01,PASAJEROS,NACIONAL,OMA,CHIHUAHUA,38591
2006-01-01,PASAJEROS,NACIONAL,OMA,CULIACAN,58690
2006-01-01,PASAJEROS,NACIONAL,OMA,DURANGO,12312
2006-01-01,PASAJEROS,NACIONAL,OMA,MAZATLAN,27224
2006-01-01,PASAJEROS,NACIONAL,OMA,MONTERREY,291577
2006-01-01,PASAJEROS,NACIONAL,OMA,REYNOSA,9928
2006-01-01,PASAJEROS,NACIONAL,OMA,SAN LUIS POTOSI,11410
2006-01-01,PASAJEROS,NACIONAL,OMA,TAMPICO,28710
2006-01-01,PASAJEROS,NACIONAL,OMA,TORREON,21631
2006-01-01,PASAJEROS,NACIONAL,OMA,ZACATECAS,16776
2006-01-01,PASAJEROS,NACIONAL,OMA,ZIHUATANEJO,27726
2006-01-01,PASAJEROS,NACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,9198
2006-01-01,PASAJEROS,NACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,3758
2006-02-01,CARGA,INTERNACIONAL,AICM,CIUDAD DE MÉXICO,23593
2006-02-01,CARGA,INTERNACIONAL,ASA,TOLUCA,1889
2006-02-01,CARGA,INTERNACIONAL,ASA,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),16
2006-02-01,CARGA,INTERNACIONAL,ASUR,CANCUN,792
2006-02-01,CARGA,INTERNACIONAL,ASUR,COZUMEL,6
2006-02-01,CARGA,INTERNACIONAL,ASUR,MERIDA,869
2006-02-01,CARGA,INTERNACIONAL,ASUR,VERACRUZ,1
2006-02-01,CARGA,INTERNACIONAL,GAP,BAJIO,25
2006-02-01,CARGA,INTERNACIONAL,GAP,GUADALAJARA,5116
2006-02-01,CARGA,INTERNACIONAL,GAP,HERMOSILLO,15
2006-02-01,CARGA,INTERNACIONAL,GAP,LA PAZ,1
2006-02-01,CARGA,INTERNACIONAL,GAP,MORELIA,1
2006-02-01,CARGA,INTERNACIONAL,GAP,PUERTO VALLARTA,104
2006-02-01,CARGA,INTERNACIONAL,GAP,SAN JOSE DEL CABO,55
2006-02-01,CARGA,INTERNACIONAL,GAP,TIJUANA,39
2006-02-01,CARGA,INTERNACIONAL,OMA,ACAPULCO,29
2006-02-01,CARGA,INTERNACIONAL,OMA,CD. JUAREZ,13
2006-02-01,CARGA,INTERNACIONAL,OMA,CHIHUAHUA,198
2006-02-01,CARGA,INTERNACIONAL,OMA,MAZATLAN,49
2006-02-01,CARGA,INTERNACIONAL,OMA,MONTERREY,1915
2006-02-01,CARGA,INTERNACIONAL,OMA,TORREON,9
2006-02-01,CARGA,INTERNACIONAL,OMA,ZACATECAS,1
2006-02-01,CARGA,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,1
2006-02-01,CARGA,NACIONAL,AICM,CIUDAD DE MÉXICO,7239
2006-02-01,CARGA,NACIONAL,ASA,CD. DEL CARMEN,58
2006-02-01,CARGA,NACIONAL,ASA,CD. OBREGÓN,19
2006-02-01,CARGA,NACIONAL,ASA,CD. VICTORIA,9
2006-02-01,CARGA,NACIONAL,ASA,CHETUMAL,26
2006-02-01,CARGA,NACIONAL,ASA,COLIMA,5
2006-02-01,CARGA,NACIONAL,ASA,MATAMOROS,25
2006-02-01,CARGA,NACIONAL,ASA,NUEVO LAREDO,36
2006-02-01,CARGA,NACIONAL,ASA,POZA RICA,6
2006-02-01,CARGA,NACIONAL,ASA,PUERTO ESCONDIDO,14
2006-02-01,CARGA,NACIONAL,ASA,TEPIC,6
2006-02-01,CARGA,NACIONAL,ASA,TERAN,138
2006-02-01,CARGA,NACIONAL,ASA,TOLUCA,10
2006-02-01,CARGA,NACIONAL,ASA,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),6
2006-02-01,CARGA,NACIONAL,ASA,URUAPAN,15
2006-02-01,CARGA,NACIONAL,ASUR,CANCUN,495
2006-02-01,CARGA,NACIONAL,ASUR,COZUMEL,26
2006-02-01,CARGA,NACIONAL,ASUR,HUATULCO,47
2006-02-01,CARGA,NACIONAL,ASUR,MERIDA,786
2006-02-01,CARGA,NACIONAL,ASUR,MINATITLAN,38
2006-02-01,CARGA,NACIONAL,ASUR,OAXACA,171
2006-02-01,CARGA,NACIONAL,ASUR,TAPACHULA,110
2006-02-01,CARGA,NACIONAL,ASUR,VERACRUZ,90
2006-02-01,CARGA,NACIONAL,ASUR,VILLAHERMOSA,201
2006-02-01,CARGA,NACIONAL,GAP,AGUASCALIENTES,67
2006-02-01,CARGA,NACIONAL,GAP,BAJIO,97
2006-02-01,CARGA,NACIONAL,GAP,GUADALAJARA,2851
2006-02-01,CARGA,NACIONAL,GAP,HERMOSILLO,559
2006-02-01,CARGA,NACIONAL,GAP,LA PAZ,229
2006-02-01,CARGA,NACIONAL,GAP,LOS MOCHIS,9
2006-02-01,CARGA,NACIONAL,GAP,MANZANILLO,9
2006-02-01,CARGA,NACIONAL,GAP,MEXICALI,199
2006-02-01,CARGA,NACIONAL,GAP,MORELIA,13
2006-02-01,CARGA,NACIONAL,GAP,PUERTO VALLARTA,93
2006-02-01,CARGA,NACIONAL,GAP,SAN JOSE DEL CABO,210
2006-02-01,CARGA,NACIONAL,GAP,TIJUANA,1240
2006-02-01,CARGA,NACIONAL,OMA,ACAPULCO,95
2006-02-01,CARGA,NACIONAL,OMA,CD. JUAREZ,198
2006-02-01,CARGA,NACIONAL,OMA,CHIHUAHUA,314
2006-02-01,CARGA,NACIONAL,OMA,CULIACAN,322
2006-02-01,CARGA,NACIONAL,OMA,DURANGO,18
2006-02-01,CARGA,NACIONAL,OMA,MAZATLAN,186
2006-02-01,CARGA,NACIONAL,OMA,MONTERREY,1188
2006-02-01,CARGA,NACIONAL,OMA,REYNOSA,44
2006-02-01,CARGA,NACIONAL,OMA,SAN LUIS POTOSI,1303
2006-02-01,CARGA,NACIONAL,OMA,TAMPICO,62
2006-02-01,CARGA,NACIONAL,OMA,TORREON,55
2006-02-01,CARGA,NACIONAL,OMA,ZACATECAS,170
2006-02-01,CARGA,NACIONAL,OMA,ZIHUATANEJO,40
2006-02-01,CARGA,NACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,30
2006-02-01,CARGA,NACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,10
