PERIODO,OPCIONES,TIPO,GRUPO,AEROPUERTO,TOTAL
2007-12-01,PASAJEROS,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,2937
2007-12-01,PASAJEROS,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,TOLUCA,8974
2007-12-01,PASAJEROS,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),838
2007-12-01,PASAJEROS,NACIONAL,AICM,CIUDAD DE MÉXICO,1372761
2007-12-01,PASAJEROS,NACIONAL,ASA,CAMPECHE,6928
2007-12-01,PASAJEROS,NACIONAL,ASA,CD. DEL CARMEN,45736
2007-12-01,PASAJEROS,NACIONAL,ASA,CD. OBREGÓN,15294
2007-12-01,PASAJEROS,NACIONAL,ASA,CD. VICTORIA,5244
2007-12-01,PASAJEROS,NACIONAL,ASA,CHETUMAL,10652
2007-12-01,PASAJEROS,NACIONAL,ASA,COLIMA,11222
2007-12-01,PASAJEROS,NACIONAL,ASA,CUERNAVACA,11085
2007-12-01,PASAJEROS,NACIONAL,ASA,GUAYMAS,2276
2007-12-01,PASAJEROS,NACIONAL,ASA,LORETO,1786
2007-12-01,PASAJEROS,NACIONAL,ASA,MATAMOROS,5073
2007-12-01,PASAJEROS,NACIONAL,ASA,NOGALES,365
2007-12-01,PASAJEROS,NACIONAL,ASA,NUEVO LAREDO,7707
2007-12-01,PASAJEROS,NACIONAL,ASA,PALENQUE,143
2007-12-01,PASAJEROS,NACIONAL,ASA,POZA RICA,8908
2007-12-01,PASAJEROS,NACIONAL,ASA,PUERTO ESCONDIDO,6756
2007-12-01,PASAJEROS,NACIONAL,ASA,SAN CRISTOBAL DE LAS CASAS,77
2007-12-01,PASAJEROS,NACIONAL,ASA,TAMUÍN,130
2007-12-01,PASAJEROS,NACIONAL,ASA,TEHUACÁN,271
2007-12-01,PASAJEROS,NACIONAL,ASA,TEPIC,9729
2007-12-01,PASAJEROS,NACIONAL,ASA,URUAPAN,12145
2007-12-01,PASAJEROS,NACIONAL,ASUR,CANCUN,296240
2007-12-01,PASAJEROS,NACIONAL,ASUR,COZUMEL,10816
2007-12-01,PASAJEROS,NACIONAL,ASUR,HUATULCO,26063
2007-12-01,PASAJEROS,NACIONAL,ASUR,MERIDA,116965
2007-12-01,PASAJEROS,NACIONAL,ASUR,MINATITLAN,15028
2007-12-01,PASAJEROS,NACIONAL,ASUR,OAXACA,48143
2007-12-01,PASAJEROS,NACIONAL,ASUR,TAPACHULA,21053
2007-12-01,PASAJEROS,NACIONAL,ASUR,VERACRUZ,76878
2007-12-01,PASAJEROS,NACIONAL,ASUR,VILLAHERMOSA,83089
2007-12-01,PASAJEROS,NACIONAL,GAP,AGUASCALIENTES,28218
2007-12-01,PASAJEROS,NACIONAL,GAP,BAJIO,68355
2007-12-01,PASAJEROS,NACIONAL,GAP,GUADALAJARA,448766
2007-12-01,PASAJEROS,NACIONAL,GAP,HERMOSILLO,101515
2007-12-01,PASAJEROS,NACIONAL,GAP,LA PAZ,45869
2007-12-01,PASAJEROS,NACIONAL,GAP,LOS MOCHIS,23227
2007-12-01,PASAJEROS,NACIONAL,GAP,MANZANILLO,9724
2007-12-01,PASAJEROS,NACIONAL,GAP,MEXICALI,50765
2007-12-01,PASAJEROS,NACIONAL,GAP,MORELIA,36962
2007-12-01,PASAJEROS,NACIONAL,GAP,PUERTO VALLARTA,75588
2007-12-01,PASAJEROS,NACIONAL,GAP,SAN JOSE DEL CABO,79054
2007-12-01,PASAJEROS,NACIONAL,GAP,TIJUANA,446203
2007-12-01,PASAJEROS,NACIONAL,OMA,ACAPULCO,67745
2007-12-01,PASAJEROS,NACIONAL,OMA,CD. JUAREZ,87871
2007-12-01,PASAJEROS,NACIONAL,OMA,CHIHUAHUA,60732
2007-12-01,PASAJEROS,NACIONAL,OMA,CULIACAN,103207
2007-12-01,PASAJEROS,NACIONAL,OMA,DURANGO,20054
2007-12-01,PASAJEROS,NACIONAL,OMA,MAZATLAN,42660
2007-12-01,PASAJEROS,NACIONAL,OMA,MONTERREY,472079
2007-12-01,PASAJEROS,NACIONAL,OMA,REYNOSA,21620
2007-12-01,PASAJEROS,NACIONAL,OMA,SAN LUIS POTOSI,13047
2007-12-01,PASAJEROS,NACIONAL,OMA,TAMPICO,45031
2007-12-01,PASAJEROS,NACIONAL,OMA,TORREON,32939
2007-12-01,PASAJEROS,NACIONAL,OMA,ZACATECAS,12514
2007-12-01,PASAJEROS,NACIONAL,OMA,ZIHUATANEJO,33492
2007-12-01,PASAJEROS,NACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,43320
2007-12-01,PASAJEROS,NACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,13393
2007-12-01,PASAJEROS,NACIONAL,SOCIEDADES/PARTNERSHIPS,TOLUCA,371192
2007-12-01,PASAJEROS,NACIONAL,SOCIEDADES/PARTNERSHIPS,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),69593
2008-01-01,CARGA,INTERNACIONAL,AICM,CIUDAD DE MÉXICO,23269
2008-01-01,CARGA,INTERNACIONAL,ASUR,CANCUN,830
2008-01-01,CARGA,INTERNACIONAL,ASUR,COZUMEL,11
2008-01-01,CARGA,INTERNACIONAL,ASUR,MERIDA,743
2008-01-01,CARGA,INTERNACIONAL,GAP,BAJIO,13
2008-01-01,CARGA,INTERNACIONAL,GAP,GUADALAJARA,7087
2008-01-01,CARGA,INTERNACIONAL,GAP,HERMOSILLO,11
2008-01-01,CARGA,INTERNACIONAL,GAP,PUERTO VALLARTA,114
2008-01-01,CARGA,INTERNACIONAL,GAP,SAN JOSE DEL CABO,53
2008-01-01,CARGA,INTERNACIONAL,GAP,TIJUANA,51
2008-01-01,CARGA,INTERNACIONAL,OMA,ACAPULCO,20
2008-01-01,CARGA,INTERNACIONAL,OMA,CD. JUAREZ,5
2008-01-01,CARGA,INTERNACIONAL,OMA,CHIHUAHUA,171
2008-01-01,CARGA,INTERNACIONAL,OMA,MAZATLAN,42
2008-01-01,CARGA,INTERNACIONAL,OMA,MONTERREY,2129
2008-01-01,CARGA,INTERNACIONAL,OMA,ZIHUATANEJO,30
2008-01-01,CARGA,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,1
2008-01-01,CARGA,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,148
2008-01-01,CARGA,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,TOLUCA,1843
2008-01-01,CARGA,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),15
2008-01-01,CARGA,NACIONAL,AICM,CIUDAD DE MÉXICO,9057
2008-01-01,CARGA,NACIONAL,ASA,CAMPECHE,3
2008-01-01,CARGA,NACIONAL,ASA,CD. DEL CARMEN,43
2008-01-01,CARGA,NACIONAL,ASA,CD. OBREGÓN,33
2008-01-01,CARGA,NACIONAL,ASA,CD. VICTORIA,12
2008-01-01,CARGA,NACIONAL,ASA,CHETUMAL,29
2008-01-01,CARGA,NACIONAL,ASA,COLIMA,10
2008-01-01,CARGA,NACIONAL,ASA,MATAMOROS,27
2008-01-01,CARGA,NACIONAL,ASA,NUEVO LAREDO,29
2008-01-01,CARGA,NACIONAL,ASA,POZA RICA,5
2008-01-01,CARGA,NACIONAL,ASA,PUERTO ESCONDIDO,15
2008-01-01,CARGA,NACIONAL,ASA,TEPIC,11
2008-01-01,CARGA,NACIONAL,ASA,URUAPAN,7
2008-01-01,CARGA,NACIONAL,ASUR,CANCUN,405
2008-01-01,CARGA,NACIONAL,ASUR,COZUMEL,21
2008-01-01,CARGA,NACIONAL,ASUR,HUATULCO,41
2008-01-01,CARGA,NACIONAL,ASUR,MERIDA,718
2008-01-01,CARGA,NACIONAL,ASUR,MINATITLAN,40
2008-01-01,CARGA,NACIONAL,ASUR,OAXACA,149
2008-01-01,CARGA,NACIONAL,ASUR,TAPACHULA,90
2008-01-01,CARGA,NACIONAL,ASUR,VERACRUZ,62
2008-01-01,CARGA,NACIONAL,ASUR,VILLAHERMOSA,243
2008-01-01,CARGA,NACIONAL,GAP,AGUASCALIENTES,30
2008-01-01,CARGA,NACIONAL,GAP,BAJIO,111
2008-01-01,CARGA,NACIONAL,GAP,GUADALAJARA,2192
2008-01-01,CARGA,NACIONAL,GAP,HERMOSILLO,493
2008-01-01,CARGA,NACIONAL,GAP,LA PAZ,229
2008-01-01,CARGA,NACIONAL,GAP,MANZANILLO,8
2008-01-01,CARGA,NACIONAL,GAP,MEXICALI,178
2008-01-01,CARGA,NACIONAL,GAP,MORELIA,15
2008-01-01,CARGA,NACIONAL,GAP,PUERTO VALLARTA,98
2008-01-01,CARGA,NACIONAL,GAP,SAN JOSE DEL CABO,190
2008-01-01,CARGA,NACIONAL,GAP,TIJUANA,1292
2008-01-01,CARGA,NACIONAL,OMA,ACAPULCO,65
2008-01-01,CARGA,NACIONAL,OMA,CD. JUAREZ,200
2008-01-01,CARGA,NACIONAL,OMA,CHIHUAHUA,316
2008-01-01,CARGA,NACIONAL,OMA,CULIACAN,347
2008-01-01,CARGA,NACIONAL,OMA,DURANGO,15
2008-01-01,CARGA,NACIONAL,OMA,MAZATLAN,175
2008-01-01,CARGA,NACIONAL,OMA,MONTERREY,1185
2008-01-01,CARGA,NACIONAL,OMA,REYNOSA,42
2008-01-01,CARGA,NACIONAL,OMA,SAN LUIS POTOSI,1575
2008-01-01,CARGA,NACIONAL,OMA,TAMPICO,63
2008-01-01,CARGA,NACIONAL,OMA,TORREON,49
2008-01-01,CARGA,NACIONAL,OMA,ZACATECAS,63
2008-01-01,CARGA,NACIONAL,OMA,ZIHUATANEJO,35
2008-01-01,CARGA,NACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,34
2008-01-01,CARGA,NACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,21
2008-01-01,CARGA,NACIONAL,SOCIEDADES/PARTNERSHIPS,TOLUCA,358
2008-01-01,CARGA,NACIONAL,SOCIEDADES/PARTNERSHIPS,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),111
2008-01-01,OPERACIONES,INTERNACIONAL,AICM,CIUDAD DE MÉXICO,7698
2008-01-01,OPERACIONES,INTERNACIONAL,ASA,CAMPECHE,10
2008-01-01,OPERACIONES,INTERNACIONAL,ASA,CD. DEL CARMEN,101
2008-01-01,OPERACIONES,INTERNACIONAL,ASA,CD. OBREGÓN,340
2008-01-01,OPERACIONES,INTERNACIONAL,ASA,CD. VICTORIA,74
2008-01-01,OPERACIONES,INTERNACIONAL,ASA,CHETUMAL,13
2008-01-01,OPERACIONES,INTERNACIONAL,ASA,GUAYMAS,272
2008-01-01,OPERACIONES,INTERNACIONAL,ASA,LORETO,324
2008-01-01,OPERACIONES,INTERNACIONAL,ASA,MATAMOROS,23
2008-01-01,OPERACIONES,INTERNACIONAL,ASA,NOGALES,57
2008-01-01,OPERACIONES,INTERNACIONAL,ASA,NUEVO LAREDO,17
2008-01-01,OPERACIONES,INTERNACIONAL,ASA,PALENQUE,1
2008-01-01,OPERACIONES,INTERNACIONAL,ASA,PUERTO ESCONDIDO,2
2008-01-01,OPERACIONES,INTERNACIONAL,ASUR,CANCUN,6638
2008-01-01,OPERACIONES,INTERNACIONAL,ASUR,COZUMEL,508
2008-01-01,OPERACIONES,INTERNACIONAL,ASUR,HUATULCO,142
2008-01-01,OPERACIONES,INTERNACIONAL,ASUR,MERIDA,243
2008-01-01,OPERACIONES,INTERNACIONAL,ASUR,OAXACA,47
2008-01-01,OPERACIONES,INTERNACIONAL,ASUR,TAPACHULA,89
2008-01-01,OPERACIONES,INTERNACIONAL,ASUR,VERACRUZ,167
2008-01-01,OPERACIONES,INTERNACIONAL,ASUR,VILLAHERMOSA,84
2008-01-01,OPERACIONES,INTERNACIONAL,GAP,AGUASCALIENTES,258
2008-01-01,OPERACIONES,INTERNACIONAL,GAP,BAJIO,801
2008-01-01,OPERACIONES,INTERNACIONAL,GAP,GUADALAJARA,2710
2008-01-01,OPERACIONES,INTERNACIONAL,GAP,HERMOSILLO,603
2008-01-01,OPERACIONES,INTERNACIONAL,GAP,LA PAZ,162
2008-01-01,OPERACIONES,INTERNACIONAL,GAP,LOS MOCHIS,78
2008-01-01,OPERACIONES,INTERNACIONAL,GAP,MANZANILLO,308
2008-01-01,OPERACIONES,INTERNACIONAL,GAP,MEXICALI,98
2008-01-01,OPERACIONES,INTERNACIONAL,GAP,MORELIA,255
2008-01-01,OPERACIONES,INTERNACIONAL,GAP,PUERTO VALLARTA,2641
2008-01-01,OPERACIONES,INTERNACIONAL,GAP,SAN JOSE DEL CABO,2920
2008-01-01,OPERACIONES,INTERNACIONAL,GAP,TIJUANA,141
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,ACAPULCO,434
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,CD. JUAREZ,80
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,CHIHUAHUA,527
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,CULIACAN,460
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,DURANGO,62
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,MAZATLAN,604
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,MONTERREY,1733
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,REYNOSA,57
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,SAN LUIS POTOSI,266
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,TAMPICO,209
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,TORREON,293
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,ZACATECAS,201
2008-01-01,OPERACIONES,INTERNACIONAL,OMA,ZIHUATANEJO,479
2008-01-01,OPERACIONES,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,120
2008-01-01,OPERACIONES,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,221
2008-01-01,OPERACIONES,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,TOLUCA,822
2008-01-01,OPERACIONES,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),38
2008-01-01,OPERACIONES,NACIONAL,AICM,CIUDAD DE MÉXICO,23997
2008-01-01,OPERACIONES,NACIONAL,ASA,CAMPECHE,344
2008-01-01,OPERACIONES,NACIONAL,ASA,CD. DEL CARMEN,4842
2008-01-01,OPERACIONES,NACIONAL,ASA,CD. OBREGÓN,1354
2008-01-01,OPERACIONES,NACIONAL,ASA,CD. VICTORIA,698
2008-01-01,OPERACIONES,NACIONAL,ASA,CHETUMAL,480
2008-01-01,OPERACIONES,NACIONAL,ASA,COLIMA,790
2008-01-01,OPERACIONES,NACIONAL,ASA,CUERNAVACA,1399
2008-01-01,OPERACIONES,NACIONAL,ASA,GUAYMAS,498
2008-01-01,OPERACIONES,NACIONAL,ASA,LORETO,315
2008-01-01,OPERACIONES,NACIONAL,ASA,MATAMOROS,272
2008-01-01,OPERACIONES,NACIONAL,ASA,NOGALES,198
2008-01-01,OPERACIONES,NACIONAL,ASA,NUEVO LAREDO,321
2008-01-01,OPERACIONES,NACIONAL,ASA,PALENQUE,50
2008-01-01,OPERACIONES,NACIONAL,ASA,POZA RICA,1024
2008-01-01,OPERACIONES,NACIONAL,ASA,PUERTO ESCONDIDO,564
2008-01-01,OPERACIONES,NACIONAL,ASA,SAN CRISTOBAL DE LAS CASAS,25
2008-01-01,OPERACIONES,NACIONAL,ASA,TAMUÍN,105
2008-01-01,OPERACIONES,NACIONAL,ASA,TEHUACÁN,227
2008-01-01,OPERACIONES,NACIONAL,ASA,TEPIC,842
2008-01-01,OPERACIONES,NACIONAL,ASA,URUAPAN,833
2008-01-01,OPERACIONES,NACIONAL,ASUR,CANCUN,4603
2008-01-01,OPERACIONES,NACIONAL,ASUR,COZUMEL,900
2008-01-01,OPERACIONES,NACIONAL,ASUR,HUATULCO,538
2008-01-01,OPERACIONES,NACIONAL,ASUR,MERIDA,2645
2008-01-01,OPERACIONES,NACIONAL,ASUR,MINATITLAN,717
2008-01-01,OPERACIONES,NACIONAL,ASUR,OAXACA,1396
2008-01-01,OPERACIONES,NACIONAL,ASUR,TAPACHULA,715
2008-01-01,OPERACIONES,NACIONAL,ASUR,VERACRUZ,2642
2008-01-01,OPERACIONES,NACIONAL,ASUR,VILLAHERMOSA,2393
2008-01-01,OPERACIONES,NACIONAL,GAP,AGUASCALIENTES,814
2008-01-01,OPERACIONES,NACIONAL,GAP,BAJIO,1912
2008-01-01,OPERACIONES,NACIONAL,GAP,GUADALAJARA,11448
2008-01-01,OPERACIONES,NACIONAL,GAP,HERMOSILLO,3447
2008-01-01,OPERACIONES,NACIONAL,GAP,LA PAZ,1885
2008-01-01,OPERACIONES,NACIONAL,GAP,LOS MOCHIS,1766
2008-01-01,OPERACIONES,NACIONAL,GAP,MANZANILLO,567
2008-01-01,OPERACIONES,NACIONAL,GAP,MEXICALI,951
2008-01-01,OPERACIONES,NACIONAL,GAP,MORELIA,1452
2008-01-01,OPERACIONES,NACIONAL,GAP,PUERTO VALLARTA,2660
2008-01-01,OPERACIONES,NACIONAL,GAP,SAN JOSE DEL CABO,1213
2008-01-01,OPERACIONES,NACIONAL,GAP,TIJUANA,5075
2008-01-01,OPERACIONES,NACIONAL,OMA,ACAPULCO,2347
2008-01-01,OPERACIONES,NACIONAL,OMA,CD. JUAREZ,2003
2008-01-01,OPERACIONES,NACIONAL,OMA,CHIHUAHUA,2716
2008-01-01,OPERACIONES,NACIONAL,OMA,CULIACAN,4643
2008-01-01,OPERACIONES,NACIONAL,OMA,DURANGO,1317
2008-01-01,OPERACIONES,NACIONAL,OMA,MAZATLAN,1968
2008-01-01,OPERACIONES,NACIONAL,OMA,MONTERREY,8378
2008-01-01,OPERACIONES,NACIONAL,OMA,REYNOSA,799
2008-01-01,OPERACIONES,NACIONAL,OMA,SAN LUIS POTOSI,1683
2008-01-01,OPERACIONES,NACIONAL,OMA,TAMPICO,2001
2008-01-01,OPERACIONES,NACIONAL,OMA,TORREON,1835
2008-01-01,OPERACIONES,NACIONAL,OMA,ZACATECAS,602
2008-01-01,OPERACIONES,NACIONAL,OMA,ZIHUATANEJO,1298
2008-01-01,OPERACIONES,NACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,2015
2008-01-01,OPERACIONES,NACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,1158
2008-01-01,OPERACIONES,NACIONAL,SOCIEDADES/PARTNERSHIPS,TOLUCA,7194
2008-01-01,OPERACIONES,NACIONAL,SOCIEDADES/PARTNERSHIPS,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),1484
2008-01-01,PASAJEROS,INTERNACIONAL,AICM,CIUDAD DE MÉXICO,808695
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,CAMPECHE,114
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,CD. DEL CARMEN,2701
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,CD. OBREGÓN,1358
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,CD. VICTORIA,193
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,CHETUMAL,167
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,COLIMA,154
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,GUAYMAS,1719
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,LORETO,4528
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,MATAMOROS,22
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,NOGALES,90
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,NUEVO LAREDO,52
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,PALENQUE,7
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,POZA RICA,175
2008-01-01,PASAJEROS,INTERNACIONAL,ASA,PUERTO ESCONDIDO,591
2008-01-01,PASAJEROS,INTERNACIONAL,ASUR,CANCUN,859481
2008-01-01,PASAJEROS,INTERNACIONAL,ASUR,COZUMEL,37771
2008-01-01,PASAJEROS,INTERNACIONAL,ASUR,HUATULCO,17516
2008-01-01,PASAJEROS,INTERNACIONAL,ASUR,MERIDA,10992
2008-01-01,PASAJEROS,INTERNACIONAL,ASUR,MINATITLAN,388
2008-01-01,PASAJEROS,INTERNACIONAL,ASUR,OAXACA,5280
2008-01-01,PASAJEROS,INTERNACIONAL,ASUR,TAPACHULA,439
2008-01-01,PASAJEROS,INTERNACIONAL,ASUR,VERACRUZ,5814
2008-01-01,PASAJEROS,INTERNACIONAL,ASUR,VILLAHERMOSA,3843
2008-01-01,PASAJEROS,INTERNACIONAL,GAP,AGUASCALIENTES,10896
2008-01-01,PASAJEROS,INTERNACIONAL,GAP,BAJIO,44904
2008-01-01,PASAJEROS,INTERNACIONAL,GAP,GUADALAJARA,215728
2008-01-01,PASAJEROS,INTERNACIONAL,GAP,HERMOSILLO,9785
2008-01-01,PASAJEROS,INTERNACIONAL,GAP,LA PAZ,4049
2008-01-01,PASAJEROS,INTERNACIONAL,GAP,LOS MOCHIS,1262
2008-01-01,PASAJEROS,INTERNACIONAL,GAP,MANZANILLO,20615
2008-01-01,PASAJEROS,INTERNACIONAL,GAP,MEXICALI,149
2008-01-01,PASAJEROS,INTERNACIONAL,GAP,MORELIA,19345
2008-01-01,PASAJEROS,INTERNACIONAL,GAP,PUERTO VALLARTA,279570
2008-01-01,PASAJEROS,INTERNACIONAL,GAP,SAN JOSE DEL CABO,178883
2008-01-01,PASAJEROS,INTERNACIONAL,GAP,TIJUANA,2446
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,ACAPULCO,43059
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,CD. JUAREZ,95
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,CHIHUAHUA,7020
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,CULIACAN,3301
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,DURANGO,2507
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,MAZATLAN,48668
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,MONTERREY,78661
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,REYNOSA,72
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,SAN LUIS POTOSI,7443
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,TAMPICO,3710
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,TORREON,6876
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,ZACATECAS,6057
2008-01-01,PASAJEROS,INTERNACIONAL,OMA,ZIHUATANEJO,44252
2008-01-01,PASAJEROS,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,2894
2008-01-01,PASAJEROS,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,3745
2008-01-01,PASAJEROS,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,TOLUCA,9251
2008-01-01,PASAJEROS,INTERNACIONAL,SOCIEDADES/PARTNERSHIPS,TUXTLA GUTIERREZ (ANGEL ALBINO CORZO),1074
2008-01-01,PASAJEROS,NACIONAL,AICM,CIUDAD DE MÉXICO,1281240
2008-01-01,PASAJEROS,NACIONAL,ASA,CAMPECHE,5516
2008-01-01,PASAJEROS,NACIONAL,ASA,CD. DEL CARMEN,47690
2008-01-01,PASAJEROS,NACIONAL,ASA,CD. OBREGÓN,15130
2008-01-01,PASAJEROS,NACIONAL,ASA,CD. VICTORIA,4603
2008-01-01,PASAJEROS,NACIONAL,ASA,CHETUMAL,10310
2008-01-01,PASAJEROS,NACIONAL,ASA,COLIMA,11135
2008-01-01,PASAJEROS,NACIONAL,ASA,CUERNAVACA,8833
2008-01-01,PASAJEROS,NACIONAL,ASA,GUAYMAS,1830
2008-01-01,PASAJEROS,NACIONAL,ASA,LORETO,1770
2008-01-01,PASAJEROS,NACIONAL,ASA,MATAMOROS,3718
2008-01-01,PASAJEROS,NACIONAL,ASA,NOGALES,390
2008-01-01,PASAJEROS,NACIONAL,ASA,NUEVO LAREDO,6861
2008-01-01,PASAJEROS,NACIONAL,ASA,PALENQUE,128
2008-01-01,PASAJEROS,NACIONAL,ASA,POZA RICA,7309
2008-01-01,PASAJEROS,NACIONAL,ASA,PUERTO ESCONDIDO,6017
2008-01-01,PASAJEROS,NACIONAL,ASA,SAN CRISTOBAL DE LAS CASAS,90
2008-01-01,PASAJEROS,NACIONAL,ASA,TAMUÍN,162
2008-01-01,PASAJEROS,NACIONAL,ASA,TEHUACÁN,329
2008-01-01,PASAJEROS,NACIONAL,ASA,TEPIC,9563
2008-01-01,PASAJEROS,NACIONAL,ASA,URUAPAN,12016
2008-01-01,PASAJEROS,NACIONAL,ASUR,CANCUN,251258
2008-01-01,PASAJEROS,NACIONAL,ASUR,COZUMEL,8336
2008-01-01,PASAJEROS,NACIONAL,ASUR,HUATULCO,21604
2008-01-01,PASAJEROS,NACIONAL,ASUR,MERIDA,102360
2008-01-01,PASAJEROS,NACIONAL,ASUR,MINATITLAN,13284
2008-01-01,PASAJEROS,NACIONAL,ASUR,OAXACA,43423
2008-01-01,PASAJEROS,NACIONAL,ASUR,TAPACHULA,21349
2008-01-01,PASAJEROS,NACIONAL,ASUR,VERACRUZ,70638
2008-01-01,PASAJEROS,NACIONAL,ASUR,VILLAHERMOSA,79230
2008-01-01,PASAJEROS,NACIONAL,GAP,AGUASCALIENTES,26890
2008-01-01,PASAJEROS,NACIONAL,GAP,BAJIO,60584
2008-01-01,PASAJEROS,NACIONAL,GAP,GUADALAJARA,433934
2008-01-01,PASAJEROS,NACIONAL,GAP,HERMOSILLO,98458
2008-01-01,PASAJEROS,NACIONAL,GAP,LA PAZ,43116
2008-01-01,PASAJEROS,NACIONAL,GAP,LOS MOCHIS,19886
2008-01-01,PASAJEROS,NACIONAL,GAP,MANZANILLO,8326
2008-01-01,PASAJEROS,NACIONAL,GAP,MEXICALI,46945
2008-01-01,PASAJEROS,NACIONAL,GAP,MORELIA,34026
2008-01-01,PASAJEROS,NACIONAL,GAP,PUERTO VALLARTA,61996
2008-01-01,PASAJEROS,NACIONAL,GAP,SAN JOSE DEL CABO,73252
2008-01-01,PASAJEROS,NACIONAL,GAP,TIJUANA,405723
2008-01-01,PASAJEROS,NACIONAL,OMA,ACAPULCO,68023
2008-01-01,PASAJEROS,NACIONAL,OMA,CD. JUAREZ,83474
2008-01-01,PASAJEROS,NACIONAL,OMA,CHIHUAHUA,55019
2008-01-01,PASAJEROS,NACIONAL,OMA,CULIACAN,94356
2008-01-01,PASAJEROS,NACIONAL,OMA,DURANGO,18439
2008-01-01,PASAJEROS,NACIONAL,OMA,MAZATLAN,35687
2008-01-01,PASAJEROS,NACIONAL,OMA,MONTERREY,421055
2008-01-01,PASAJEROS,NACIONAL,OMA,REYNOSA,18013
2008-01-01,PASAJEROS,NACIONAL,OMA,SAN LUIS POTOSI,13325
2008-01-01,PASAJEROS,NACIONAL,OMA,TAMPICO,41106
2008-01-01,PASAJEROS,NACIONAL,OMA,TORREON,31026
2008-01-01,PASAJEROS,NACIONAL,OMA,ZACATECAS,12551
2008-01-01,PASAJEROS,NACIONAL,OMA,ZIHUATANEJO,30849
2008-01-01,PASAJEROS,NACIONAL,SOCIEDADES/PARTNERSHIPS,PUEBLA,46380
2008-01-01,PASAJEROS,NACIONAL,SOCIEDADES/PARTNERSHIPS,QUERÉTARO,14721
2008-01-01,PASAJEROS,NACIONAL,SOCIEDADES/PARTNERSHIPS,TOLUCA,198039
